step,waiting_vehicles,avg_speed,queue_length,throughput,phase_index,phase_name
119,17,2.00,17,1,6,North-South Left
120,17,2.26,17,0,6,North-South Left
121,18,2.43,18,0,6,North-South Left
122,17,2.52,17,0,6,North-South Left
123,17,2.77,17,1,6,North-South Left
124,17,2.67,17,1,6,North-South Left
125,20,2.98,20,1,6,North-South Left
126,19,3.04,19,1,6,North-South Left
127,19,3.10,19,0,6,North-South Left
128,19,2.03,19,0,6,North-South Left
129,20,2.18,20,0,6,North-South Left
130,19,2.29,19,0,6,North-South Left
131,19,2.40,19,0,6,North-South Left
132,19,2.38,19,0,6,North-South Left
133,22,2.52,22,1,6,North-South Left
134,21,2.71,21,0,6,North-South Left
135,21,2.95,21,1,7,North-South Left Yellow
136,21,3.10,21,0,7,North-South Left Yellow
137,22,2.80,22,0,7,North-South Left Yellow
138,22,1.50,22,0,7,North-South Left Yellow
139,21,1.24,21,0,7,North-South Left Yellow
140,18,1.43,18,0,0,East-West Straight+Right
141,15,1.59,15,0,0,East-West Straight+Right
142,13,1.60,13,0,0,East-West Straight+Right
143,9,1.77,9,0,0,East-West Straight+Right
144,9,2.05,9,0,0,East-West Straight+Right
145,11,2.28,11,0,0,East-West Straight+Right
146,10,2.56,10,0,0,East-West Straight+Right
147,10,2.52,10,0,0,East-West Straight+Right
148,12,2.35,12,0,0,East-West Straight+Right
149,11,2.22,11,0,0,East-West Straight+Right
150,11,2.32,11,0,0,East-West Straight+Right
151,14,2.48,14,0,0,East-West Straight+Right
152,14,2.67,14,0,0,East-West Straight+Right
153,13,4.27,13,0,0,East-West Straight+Right
154,13,4.35,13,0,0,East-West Straight+Right
155,14,4.34,14,0,0,East-West Straight+Right
156,14,4.33,14,1,0,East-West Straight+Right
157,14,4.33,14,2,0,East-West Straight+Right
158,15,4.29,15,2,0,East-West Straight+Right
159,14,4.47,14,1,0,East-West Straight+Right
160,15,4.61,15,1,0,East-West Straight+Right
161,16,4.56,16,0,0,East-West Straight+Right
162,15,4.58,15,1,0,East-West Straight+Right
163,15,4.69,15,1,0,East-West Straight+Right
164,17,4.46,17,1,0,East-West Straight+Right
165,17,5.04,17,1,0,East-West Straight+Right
166,17,5.17,17,1,0,East-West Straight+Right
167,18,5.23,18,0,0,East-West Straight+Right
168,18,3.45,18,0,0,East-West Straight+Right
169,18,3.35,18,2,0,East-West Straight+Right
170,18,3.48,18,1,1,East-West Yellow
171,18,3.66,18,0,1,East-West Yellow
172,19,3.82,19,0,1,East-West Yellow
173,19,3.95,19,0,1,East-West Yellow
174,21,3.71,21,1,1,East-West Yellow
175,17,3.93,17,0,2,East-West Left
176,17,3.90,17,0,2,East-West Left
177,15,4.17,15,0,2,East-West Left
178,14,4.52,14,0,2,East-West Left
179,14,4.77,14,1,2,East-West Left
180,14,4.58,14,0,2,East-West Left
181,15,4.37,15,0,2,East-West Left
182,16,4.33,16,0,2,East-West Left
183,17,4.46,17,0,2,East-West Left
184,17,4.32,17,0,2,East-West Left
185,17,4.07,17,0,2,East-West Left
186,17,4.07,17,0,2,East-West Left
187,18,4.17,18,0,2,East-West Left
188,18,4.14,18,0,2,East-West Left
189,20,5.00,20,0,2,East-West Left
190,19,4.80,19,0,2,East-West Left
191,19,4.59,19,1,2,East-West Left
192,21,4.73,21,0,2,East-West Left
193,21,4.79,21,2,2,East-West Left
194,22,4.84,22,0,2,East-West Left
195,21,4.88,21,2,2,East-West Left
196,22,4.84,22,0,2,East-West Left
197,23,4.69,23,0,2,East-West Left
198,22,4.59,22,0,2,East-West Left
199,24,3.31,24,0,2,East-West Left
200,23,3.28,23,0,2,East-West Left
201,25,3.34,25,0,2,East-West Left
202,26,3.48,26,0,2,East-West Left
203,25,3.63,25,0,2,East-West Left
204,25,3.73,25,1,2,East-West Left
205,26,3.71,26,0,3,East-West Left Yellow
206,27,3.69,27,0,3,East-West Left Yellow
207,26,3.74,26,0,3,East-West Left Yellow
208,28,3.85,28,0,3,East-West Left Yellow
209,28,4.03,28,0,3,East-West Left Yellow
210,26,4.18,26,0,4,North-South Straight+Right
211,24,4.26,24,0,4,North-South Straight+Right
212,23,3.22,23,0,4,North-South Straight+Right
213,21,2.87,21,0,4,North-South Straight+Right
214,21,2.73,21,0,4,North-South Straight+Right
215,23,2.83,23,0,4,North-South Straight+Right
216,21,3.11,21,0,4,North-South Straight+Right
217,20,2.94,20,0,4,North-South Straight+Right
218,20,2.63,20,0,4,North-South Straight+Right
219,18,2.30,18,0,4,North-South Straight+Right
220,19,2.19,19,0,4,North-South Straight+Right
221,20,2.21,20,0,4,North-South Straight+Right
222,19,2.23,19,0,4,North-South Straight+Right
223,19,2.38,19,0,4,North-South Straight+Right
224,21,2.34,21,0,4,North-South Straight+Right
225,20,1.24,20,0,4,North-South Straight+Right
226,19,1.47,19,1,4,North-South Straight+Right
227,19,1.83,19,1,4,North-South Straight+Right
228,20,1.90,20,0,4,North-South Straight+Right
229,20,1.97,20,1,4,North-South Straight+Right
230,20,2.16,20,0,4,North-South Straight+Right
231,21,2.21,21,1,4,North-South Straight+Right
232,20,2.20,20,1,4,North-South Straight+Right
233,21,2.41,21,1,4,North-South Straight+Right
234,20,2.62,20,0,4,North-South Straight+Right
235,20,2.61,20,1,4,North-South Straight+Right
236,20,2.45,20,1,4,North-South Straight+Right
237,21,2.14,21,1,4,North-South Straight+Right
238,23,1.96,23,1,4,North-South Straight+Right
239,25,0.71,25,1,4,North-South Straight+Right
240,23,0.55,23,2,5,North-South Yellow
241,23,0.71,23,1,5,North-South Yellow
242,25,0.86,25,0,5,North-South Yellow
243,24,0.99,24,1,5,North-South Yellow
244,25,0.99,25,0,5,North-South Yellow
245,23,1.19,23,0,6,North-South Left
246,21,1.25,21,1,6,North-South Left
247,20,1.26,20,0,6,North-South Left
248,18,1.36,18,2,6,North-South Left
249,18,1.59,18,0,6,North-South Left
250,18,1.80,18,0,6,North-South Left
251,19,1.77,19,0,6,North-South Left
252,19,1.79,19,0,6,North-South Left
253,20,1.51,20,0,6,North-South Left
254,20,1.22,20,0,6,North-South Left
255,22,1.18,22,0,6,North-South Left
256,23,1.34,23,0,6,North-South Left
257,23,1.61,23,0,6,North-South Left
258,23,1.69,23,1,6,North-South Left
259,23,1.70,23,0,6,North-South Left
260,23,1.88,23,1,6,North-South Left
261,23,2.07,23,0,6,North-South Left
262,23,2.20,23,1,6,North-South Left
263,23,2.16,23,0,6,North-South Left
264,23,3.34,23,1,6,North-South Left
265,23,3.28,23,0,6,North-South Left
266,23,3.18,23,0,6,North-South Left
267,24,2.94,24,0,6,North-South Left
268,24,2.78,24,1,6,North-South Left
269,25,2.78,25,0,6,North-South Left
270,25,2.78,25,0,6,North-South Left
271,25,2.78,25,1,6,North-South Left
272,25,2.78,25,0,6,North-South Left
273,25,2.78,25,1,6,North-South Left
274,25,2.78,25,1,6,North-South Left
275,25,2.78,25,1,7,North-South Left Yellow
276,25,2.78,25,0,7,North-South Left Yellow
277,25,2.78,25,0,7,North-South Left Yellow
278,25,2.78,25,0,7,North-South Left Yellow
279,25,2.78,25,1,7,North-South Left Yellow
280,21,2.81,21,0,0,East-West Straight+Right
281,17,2.84,17,0,0,East-West Straight+Right
282,13,2.97,13,0,0,East-West Straight+Right
283,10,3.15,10,0,0,East-West Straight+Right
284,8,3.31,8,0,0,East-West Straight+Right
285,7,3.47,7,0,0,East-West Straight+Right
286,7,3.68,7,0,0,East-West Straight+Right
287,7,3.88,7,0,0,East-West Straight+Right
288,7,4.14,7,0,0,East-West Straight+Right
289,7,5.29,7,0,0,East-West Straight+Right
290,7,5.34,7,0,0,East-West Straight+Right
291,7,5.44,7,0,0,East-West Straight+Right
292,7,5.65,7,0,0,East-West Straight+Right
293,7,6.49,7,2,0,East-West Straight+Right
294,7,7.33,7,0,0,East-West Straight+Right
295,7,7.33,7,0,0,East-West Straight+Right
296,7,7.38,7,0,0,East-West Straight+Right
297,7,7.36,7,2,0,East-West Straight+Right
298,7,7.43,7,0,0,East-West Straight+Right
299,7,7.53,7,3,0,East-West Straight+Right
300,7,7.53,7,2,0,East-West Straight+Right
301,7,8.33,7,1,0,East-West Straight+Right
302,7,8.33,7,2,0,East-West Straight+Right
303,7,8.33,7,0,0,East-West Straight+Right
304,7,8.33,7,1,0,East-West Straight+Right
305,7,8.33,7,0,0,East-West Straight+Right
306,7,8.33,7,2,0,East-West Straight+Right
307,7,8.33,7,0,0,East-West Straight+Right
308,7,8.33,7,1,0,East-West Straight+Right
309,7,8.33,7,0,0,East-West Straight+Right
310,7,8.33,7,1,1,East-West Yellow
311,7,8.33,7,0,1,East-West Yellow
312,7,8.33,7,1,1,East-West Yellow
313,7,8.33,7,0,1,East-West Yellow
314,7,8.33,7,0,1,East-West Yellow
315,5,8.44,5,0,2,East-West Left
316,4,9.81,4,0,2,East-West Left
317,4,9.88,4,0,2,East-West Left
318,4,9.98,4,0,2,East-West Left
319,4,10.04,4,0,2,East-West Left
320,4,11.11,4,0,2,East-West Left
321,4,11.11,4,0,2,East-West Left
322,4,11.11,4,0,2,East-West Left
323,4,11.11,4,0,2,East-West Left
324,4,11.11,4,0,2,East-West Left
325,4,11.11,4,0,2,East-West Left
326,4,11.11,4,0,2,East-West Left
327,4,11.11,4,0,2,East-West Left
328,4,11.11,4,0,2,East-West Left
329,4,11.11,4,0,2,East-West Left
330,4,11.11,4,1,2,East-West Left
331,4,11.11,4,0,2,East-West Left
332,4,11.11,4,1,2,East-West Left
333,4,11.11,4,1,2,East-West Left
334,4,11.11,4,0,2,East-West Left
335,4,11.11,4,0,2,East-West Left
336,4,11.11,4,0,2,East-West Left
337,4,11.11,4,0,2,East-West Left
338,4,11.11,4,0,2,East-West Left
339,4,11.11,4,0,2,East-West Left
340,4,11.11,4,0,2,East-West Left
341,4,11.11,4,0,2,East-West Left
342,4,11.11,4,0,2,East-West Left
343,4,11.11,4,0,2,East-West Left
344,4,11.11,4,0,2,East-West Left
345,4,11.11,4,0,3,East-West Left Yellow
346,4,11.11,4,0,3,East-West Left Yellow
347,4,11.11,4,0,3,East-West Left Yellow
348,4,11.11,4,0,3,East-West Left Yellow
349,4,11.11,4,0,3,East-West Left Yellow
350,2,11.17,2,0,4,North-South Straight+Right
351,0,11.21,0,0,4,North-South Straight+Right
352,0,11.32,0,0,4,North-South Straight+Right
353,0,11.50,0,0,4,North-South Straight+Right
354,0,11.66,0,0,4,North-South Straight+Right
355,0,12.77,0,0,4,North-South Straight+Right
356,0,12.81,0,0,4,North-South Straight+Right
357,0,13.89,0,0,4,North-South Straight+Right
358,0,13.89,0,0,4,North-South Straight+Right
359,0,13.89,0,0,4,North-South Straight+Right
360,0,13.89,0,0,4,North-South Straight+Right
361,0,13.89,0,0,4,North-South Straight+Right
362,0,13.89,0,0,4,North-South Straight+Right
363,0,13.89,0,0,4,North-South Straight+Right
364,0,13.89,0,0,4,North-South Straight+Right
365,0,13.89,0,1,4,North-South Straight+Right
366,0,13.89,0,0,4,North-South Straight+Right
367,0,13.89,0,1,4,North-South Straight+Right
368,0,13.89,0,0,4,North-South Straight+Right
369,0,13.89,0,1,4,North-South Straight+Right
370,0,13.89,0,1,4,North-South Straight+Right
